,carat,potongan,warna,kejernihan,kedalaman,lebar,x,y,z,harga
4089,0.9,b'Very Good',b'D',b'SI2',63.0,58.0,6.12,6.16,3.87,53010000
45106,0.55,b'Ideal',b'F',b'VS2',61.3,54.0,5.27,5.33,3.25,24735000
24923,2.13,b'Fair',b'H',b'SI2',64.5,58.0,8.09,8.01,5.19,200550000
599,0.7,b'Premium',b'G',b'VS1',62.6,55.0,5.73,5.64,3.56,42570000
22284,1.21,b'Ideal',b'D',b'VS1',61.0,57.0,6.88,6.85,4.19,155025000
830,0.71,b'Ideal',b'H',b'VVS1',60.4,57.0,5.78,5.81,3.5,43005000
32840,0.29,b'Premium',b'E',b'VVS1',60.9,61.0,4.27,4.23,2.59,12105000
132,0.71,b'Ideal',b'D',b'SI1',61.9,59.0,5.69,5.72,3.53,41460000
19185,1.27,b'Ideal',b'H',b'VS2',62.9,54.0,6.88,6.92,4.34,119055000
2628,0.86,b'Very Good',b'H',b'SI1',59.7,59.0,6.14,6.23,3.69,48420000
38881,0.4,b'Ideal',b'D',b'VS2',61.3,56.0,4.79,4.74,2.92,15750000
14929,1.04,b'Ideal',b'G',b'VS2',62.5,57.0,6.45,6.54,4.06,90180000
35818,0.31,b'Ideal',b'F',b'IF',62.1,55.0,4.32,4.38,2.7,13710000
5331,0.84,b'Very Good',b'D',b'SI1',59.2,59.0,6.18,6.21,3.67,57135000
38732,0.4,b'Ideal',b'G',b'VVS1',62.0,55.0,4.74,4.78,2.95,15645000
26368,0.32,b'Very Good',b'F',b'VS2',59.5,61.0,4.42,4.46,2.64,9675000
38635,0.31,b'Premium',b'I',b'VS1',60.8,59.0,4.37,,2.67,7335000
53532,0.74,b'Ideal',b'D',b'SI2',61.1,57.0,5.81,5.84,3.56,40350000
35513,0.4,b'Ideal',b'H',b'VVS2',61.4,55.7,4.72,4.77,2.92,13575000
40797,0.43,b'Ideal',b'F',b'VVS2',62.2,55.0,4.83,4.85,3.01,17535000
46386,0.71,b'Very Good',b'J',b'SI2',61.1,58.0,5.67,5.76,3.49,26460000
9478,1.02,b'Good',b'H',b'SI1',63.5,58.0,6.36,6.39,4.05,69060000
24183,2.01,b'Premium',b'J',b'SI1',59.3,62.0,8.2,8.15,4.85,185535000
30437,0.32,b'Ideal',b'G',b'VVS2',61.2,56.0,4.41,4.42,2.7,10950000
13218,1.14,b'Premium',b'H',b'SI1',61.9,58.0,6.71,6.67,4.14,81870000
41272,0.3,b'Ideal',b'G',b'VS2',62.0,56.0,4.29,4.32,2.67,7545000
6655,1.02,b'Good',b'H',b'SI1',57.1,61.0,6.57,6.66,3.78,61395000
26767,2.28,b'Ideal',b'J',b'VS1',62.6,54.2,8.37,8.41,5.25,248880000
36738,0.32,b'Premium',b'G',b'IF',62.0,60.0,4.37,4.41,,14310000
20224,1.04,b'Very Good',b'G',b'IF',60.7,58.0,6.52,6.65,4.0,129825000
8274,0.9,b'Good',b'H',b'VVS1',64.3,59.0,6.04,6.09,3.9,65715000
32405,0.37,b'Premium',b'F',b'SI1',61.5,59.0,4.62,4.59,2.83,11865000
51936,0.72,b'Ideal',b'F',b'SI1',62.1,55.0,5.73,5.8,3.58,36600000
43895,0.35,b'Ideal',b'I',b'VS2',61.1,57.0,4.55,4.58,2.79,7635000
35474,0.39,b'Ideal',b'G',b'VVS2',60.7,55.0,4.75,4.78,2.89,13530000
25155,1.5,b'Very Good',b'F',b'VS2',62.6,59.0,7.21,7.26,4.53,205920000
41519,0.32,b'Premium',b'F',b'VVS1',60.7,58.0,4.4,,,18525000
23312,1.5,b'Very Good',b'D',b'SI1',63.5,57.0,7.23,7.28,4.61,170280000
15798,1.17,b'Ideal',b'G',b'VS2',62.2,57.0,6.75,6.72,4.19,94815000
33482,0.32,b'Premium',b'F',b'VS2',61.5,58.0,4.42,4.39,2.71,12420000
33614,0.31,b'Good',b'D',b'SI2',63.7,55.0,4.32,4.35,2.76,6930000
8637,0.93,b'Good',b'G',b'SI1',63.8,58.0,6.09,6.14,3.9,66780000
53026,0.61,b'Ideal',b'G',b'IF',61.8,52.0,,5.55,3.4,39015000
10300,0.9,b'Very Good',b'E',b'SI1',62.8,58.0,6.09,6.13,3.84,71400000
9610,1.02,b'Premium',b'G',b'SI1',61.0,59.0,6.44,6.48,3.94,69495000
3326,0.72,b'Very Good',b'D',b'VS1',64.1,57.0,5.68,5.71,3.65,50625000
53281,0.3,b'Ideal',b'D',b'SI1',62.2,56.0,4.25,4.3,2.66,8280000
13591,1.01,b'Good',b'F',b'VS2',63.1,56.0,6.28,6.37,3.99,83400000
22864,2.0,b'Very Good',b'J',b'SI2',60.9,54.0,8.12,8.17,4.96,163605000
37240,0.52,b'Premium',b'H',b'SI2',60.9,61.0,5.15,5.1,3.12,14625000
43624,0.38,b'Ideal',b'E',b'IF',62.7,55.0,4.61,4.67,2.91,21495000
42417,0.54,b'Very Good',b'F',b'SI2',61.2,57.4,5.23,5.25,3.21,19665000
10037,0.34,b'Very Good',b'H',b'SI2',58.6,62.0,4.6,4.62,2.7,6255000
36936,0.23,b'Very Good',b'E',b'VVS1',62.9,58.0,3.94,3.95,2.48,7170000
14488,1.15,b'Premium',b'G',b'SI1',62.6,58.0,6.71,6.65,4.18,87765000
13953,1.09,b'Premium',b'H',b'VS2',59.7,58.0,6.73,6.66,4.0,85155000
52964,0.24,b'Very Good',b'F',b'IF',60.0,57.0,4.07,4.1,2.45,8280000
15796,1.29,b'Premium',b'I',b'VS2',60.4,58.0,7.12,7.03,4.27,94815000
52036,0.71,b'Very Good',,b'VS2',63.4,61.0,5.6,5.57,3.54,36750000
6252,1.17,b'Good',,b'SI2',63.6,62.0,6.65,6.55,4.2,60150000
23368,0.23,b'Good',b'F',b'VVS2',62.3,61.0,3.93,,2.45,6375000
122,0.7,b'Very Good',b'F',b'VS2',61.7,63.0,5.64,5.61,3.47,41430000
53195,0.7,b'Ideal',b'G',b'VS2',60.0,57.0,5.8,5.84,3.49,39495000
47520,0.61,b'Ideal',b'I',b'VVS2',62.0,54.0,5.51,5.47,,28005000
23662,1.71,b'Ideal',b'J',b'VS1',62.1,55.0,7.73,7.65,4.78,175665000
2074,0.81,b'Premium',b'H',b'VS1',61.7,58.0,5.98,5.95,3.68,46605000
40587,0.41,b'Ideal',b'E',b'VS1',61.4,57.0,4.82,4.79,,17295000
22024,0.32,b'Ideal',b'G',b'VS1',61.4,56.0,4.42,4.47,2.73,9420000
45925,0.53,b'Ideal',b'G',b'VS1',61.8,55.0,5.17,5.22,3.21,25815000
13055,1.13,b'Premium',b'H',b'SI1',62.1,58.0,6.7,,4.15,81150000
51467,0.72,b'Very Good',b'E',b'SI2',63.5,59.0,5.66,5.61,3.58,35640000
52050,0.79,b'Good',b'I',b'VS2',58.5,62.0,5.99,6.04,3.52,36765000
27526,2.02,b'Premium',b'F',b'SI2',61.3,59.0,8.15,8.11,4.98,274110000
24043,0.38,b'Good',b'H',b'SI1',63.3,57.0,4.58,,2.91,9495000
6420,0.8,b'Ideal',b'F',b'VS2',60.9,57.0,5.98,6.04,3.66,60645000
18554,1.02,b'Ideal',,b'SI1',61.7,56.0,6.4,6.49,3.97,113460000
17574,1.5,b'Premium',b'D',b'SI2',59.6,59.0,7.54,7.46,4.47,106140000
18802,1.71,b'Ideal',b'J',b'SI2',60.8,57.0,7.69,7.64,4.66,115425000
25214,2.02,b'Premium',b'J',b'VS2',62.0,59.0,8.08,8.06,5.0,207180000
14203,1.01,b'Very Good',b'G',b'VS2',59.9,60.0,6.46,6.52,3.89,86385000
36200,0.35,b'Ideal',b'H',b'IF',60.8,56.0,4.61,4.63,2.81,13965000
51123,0.7,b'Premium',b'D',b'SI1',62.1,62.0,5.63,5.58,3.48,35085000
40480,0.55,b'Very Good',b'G',b'SI1',60.7,56.0,5.32,5.38,3.25,17115000
21403,1.57,b'Ideal',b'J',b'VVS2',61.4,57.0,7.5,7.45,4.59,142740000
51985,0.25,b'Very Good',b'F',b'VVS2',59.3,59.0,4.15,4.18,2.47,8220000
37956,0.41,b'Ideal',b'D',b'VS2',61.5,57.0,4.77,4.79,2.94,15105000
28489,0.29,b'Ideal',b'G',b'VVS1',60.2,56.0,4.29,4.33,2.59,10095000
36419,0.42,b'Very Good',b'D',b'SI1',63.3,58.0,4.75,4.73,3.0,14130000
41627,0.24,b'Ideal',b'H',b'IF',62.1,57.0,4.0,4.04,2.5,7560000
40805,0.63,b'Premium',b'E',b'SI2',58.9,59.0,5.64,5.6,3.31,17535000
51843,0.74,b'Ideal',b'G',b'SI2',62.7,56.0,5.75,5.8,3.62,36345000
35497,0.41,b'Very Good',b'F',b'SI1',63.1,59.0,4.75,4.7,2.98,13560000
27239,2.52,b'Good',b'G',b'SI2',63.7,59.0,8.57,8.52,5.44,264120000
22767,1.01,b'Ideal',b'E',b'VVS1',61.8,54.0,6.43,6.49,3.99,161835000
19493,1.23,b'Premium',b'G',b'VS2',61.1,57.0,6.96,6.91,4.24,121920000
52426,0.73,b'Ideal',b'I',b'VVS2',61.9,55.0,5.8,,3.6,37695000
28486,0.4,b'Good',b'G',b'SI2',60.6,55.8,4.76,4.82,,10080000
8746,0.91,b'Good',b'G',b'VVS2',64.1,58.0,6.1,6.06,3.9,66960000
24544,1.51,b'Premium',b'G',b'VS1',62.4,60.0,7.3,7.34,4.57,192465000
39641,0.41,b'Ideal',b'E',b'VVS2',62.3,58.0,4.73,4.78,2.96,16275000
10534,1.0,b'Premium',b'E',b'SI1',62.8,59.0,6.4,6.3,3.99,72075000
15431,1.0,b'Good',b'G',b'VS1',62.4,62.0,6.33,6.37,3.96,92655000
20812,1.01,b'Ideal',b'F',b'VVS2',59.6,60.0,6.56,6.52,3.9,135600000
22544,1.23,b'Ideal',b'F',b'VVS2',63.0,55.0,6.89,6.79,4.31,158700000
3262,1.02,b'Very Good',b'J',b'SI2',63.1,58.0,6.38,6.34,4.01,50385000
639,0.8,b'Ideal',b'I',b'VS1',62.6,54.0,5.92,,3.72,42630000
26423,2.05,b'Very Good',b'H',b'SI2',62.4,58.0,8.1,8.15,5.07,239235000
32318,0.3,b'Good',b'G',b'VVS1',63.5,57.0,4.23,,2.7,11835000
46159,0.5,b'Ideal',b'E',b'VS2',60.0,57.0,5.15,5.12,3.08,26190000
14461,1.08,b'Premium',,b'SI1',61.3,57.0,6.63,6.58,4.05,87540000
4909,0.7,b'Very Good',b'E',b'VVS1',60.9,59.0,5.67,5.81,3.5,55860000
23455,1.42,b'Very Good',b'G',b'VS1',62.7,55.0,7.11,7.17,4.48,171780000
47104,0.51,b'Ideal',b'G',b'VVS2',61.6,56.0,5.12,,3.16,27405000
10127,1.11,b'Ideal',b'H',b'SI2',62.6,56.0,6.58,6.65,4.14,70785000
15472,1.01,b'Very Good',b'F',b'VS2',59.1,59.0,6.58,6.65,3.91,92940000
48377,0.88,b'Good',b'J',b'VS1',64.0,56.0,5.98,5.9,3.8,29460000
15419,1.01,b'Good',b'D',b'VS2',64.2,60.0,6.35,6.32,4.07,92640000
5792,1.23,b'Ideal',b'H',b'I1',61.9,61.0,6.85,6.79,4.22,58575000
51452,0.9,b'Fair',b'H',b'SI2',66.0,63.0,5.89,5.79,3.86,35640000
27097,2.01,b'Premium',,b'SI1',62.3,58.0,8.04,7.99,4.99,258525000
33570,0.3,b'Very Good',b'G',b'IF',61.4,59.0,4.27,4.3,2.63,12465000
26279,2.02,b'Good',b'I',b'VS1',65.5,57.0,7.88,7.96,5.19,236475000
13092,1.46,b'Premium',b'G',b'SI2',62.8,52.0,,7.27,4.58,81315000
22298,1.23,b'Ideal',b'F',b'VS2',62.4,54.0,6.84,6.87,4.28,155130000
16011,1.01,b'Very Good',b'G',b'VS2',61.6,60.0,6.42,6.47,3.97,96090000
42265,0.44,b'Ideal',b'G',b'VVS1',61.6,56.0,4.9,4.88,3.01,19410000
1192,0.59,b'Very Good',b'D',b'VVS2',60.6,59.0,5.44,,3.31,43995000
36475,0.43,b'Ideal',b'G',b'VS1',61.3,57.0,4.85,4.88,2.98,14145000
28151,0.3,b'Ideal',b'H',b'VVS1',62.2,57.0,4.28,4.31,2.67,9975000
38866,0.4,b'Premium',b'F',b'VS1',61.4,58.0,4.75,4.73,2.91,15750000
28506,0.3,b'Ideal',b'G',b'VS1',61.4,55.0,4.38,4.32,2.67,10095000
9822,1.01,b'Very Good',b'G',b'SI1',63.5,60.0,6.33,6.3,4.01,70080000
21462,1.52,b'Premium',b'I',b'VS1',61.1,58.0,7.44,7.38,4.53,143355000
12097,1.13,b'Ideal',b'G',b'SI2',62.9,54.0,6.72,6.67,4.21,77460000
2188,0.71,b'Ideal',b'H',b'VVS1',61.1,56.0,5.78,5.81,3.53,47055000
34932,0.32,b'Good',b'I',b'SI2',63.1,58.0,4.34,4.41,2.76,5610000
47180,0.6,b'Very Good',b'E',b'SI1',63.2,56.0,5.38,5.32,3.38,27540000
12697,0.38,b'Ideal',b'D',b'SI2',62.0,53.0,4.68,4.71,2.91,8985000
33668,0.34,b'Ideal',b'E',b'VVS2',62.3,57.0,4.44,4.48,2.78,12525000
39608,0.35,b'Very Good',b'H',b'SI1',60.0,61.0,4.57,4.6,2.75,7365000
19894,2.25,b'Very Good',b'J',b'SI2',60.6,63.0,8.45,8.38,5.1,126630000
29135,0.31,b'Very Good',b'D',b'VS2',61.6,55.0,4.37,4.4,2.7,10380000
49731,0.7,b'Ideal',b'I',b'VS2',62.2,55.0,5.69,5.73,3.55,32310000
2118,1.02,b'Fair',b'J',b'SI2',65.0,59.0,6.34,6.24,4.08,46785000
23888,1.52,b'Very Good',b'G',b'VS2',63.4,58.0,7.31,7.24,4.61,179790000
46144,0.5,b'Ideal',b'G',b'VS1',62.0,55.0,5.11,5.05,3.15,26190000
16116,1.01,b'Premium',b'G',b'VS1',62.0,58.0,6.44,6.4,3.98,96615000
25106,2.21,b'Premium',b'J',b'SI2',62.7,57.0,8.33,8.25,5.2,204630000
25263,1.52,b'Ideal',b'G',b'VS1',59.7,57.0,7.5,7.48,4.47,208545000
41414,0.47,b'Ideal',b'F',b'VS2',60.7,56.1,5.02,5.08,3.07,18390000
53044,0.71,b'Very Good',b'E',b'SI1',61.1,57.0,5.69,5.73,3.49,39090000
38631,0.31,b'Ideal',b'H',b'VS2',62.1,55.0,4.32,4.35,2.69,7335000
18072,1.5,b'Fair',b'G',b'SI1',56.1,62.0,7.6,7.52,,109500000
27782,0.3,b'Good',b'G',b'VS2',58.5,64.0,4.42,4.37,2.57,9720000
43185,0.54,b'Very Good',b'G',b'SI1',63.8,57.0,5.16,5.19,,20880000
19310,1.54,b'Premium',b'E',b'SI2',59.0,62.0,7.59,7.56,4.47,120300000
39437,0.41,b'Ideal',b'D',b'VS2',62.8,55.0,4.73,,2.96,16140000
8744,0.9,b'Premium',b'E',b'SI1',60.8,59.0,6.19,6.24,3.78,66945000
19350,0.3,b'Ideal',b'E',b'VVS2',60.7,57.0,4.36,4.41,2.66,9330000
12769,1.33,b'Very Good',b'J',b'SI1',64.0,53.0,6.93,7.01,,79905000
48230,0.57,b'Ideal',b'E',b'VS2',62.9,57.0,5.29,5.26,3.32,29235000
43281,0.3,b'Premium',b'G',b'SI2',58.1,61.0,4.47,4.41,2.58,7590000
41331,0.57,b'Good',,b'SI2',58.5,61.0,5.4,5.43,3.17,18210000
46366,0.54,b'Very Good',b'E',b'VS2',63.1,58.0,5.21,5.13,3.26,26400000
14702,0.3,b'Ideal',b'G',b'VS1',61.5,57.0,4.31,4.34,2.66,9075000
53852,0.83,b'Ideal',b'J',b'VS2',62.3,55.0,6.01,6.03,3.75,41130000
48267,0.52,b'Ideal',b'H',b'IF',62.1,57.0,5.13,5.16,3.19,29340000
24063,1.33,b'Ideal',b'G',b'VVS2',62.6,57.0,7.04,6.99,4.39,183135000
31816,0.31,b'Ideal',b'F',b'VVS2',61.5,56.0,4.35,4.37,2.68,11625000
11033,0.91,b'Ideal',b'H',b'SI1',62.1,57.0,6.18,6.21,3.85,73785000
22579,1.32,b'Ideal',b'G',b'VS1',62.4,53.0,7.03,7.08,4.4,159465000
22356,0.31,b'Ideal',b'H',b'VS2',61.9,55.0,4.38,4.35,2.7,9420000
40306,0.4,b'Premium',b'E',b'VS1',60.4,59.0,4.81,4.76,2.89,16875000
23045,1.51,b'Very Good',b'H',b'VS2',60.9,54.0,7.38,7.41,4.5,166155000
28452,0.38,b'Ideal',b'H',b'SI1',62.0,54.0,4.66,4.72,2.91,10065000
1895,0.73,b'Ideal',b'E',b'VS2',62.7,56.0,5.75,5.8,3.62,46155000
5139,1.0,b'Fair',b'E',b'SI2',69.0,56.0,6.01,5.94,4.12,56445000
5325,0.61,b'Good',b'F',b'SI2',62.5,65.0,5.36,5.29,3.33,57105000
22894,1.58,b'Premium',b'D',b'SI2',59.6,59.0,7.67,7.61,4.55,164010000
43218,0.5,b'Good',b'E',b'VS2',64.1,58.0,5.03,5.01,3.22,20955000
18178,1.52,b'Good',b'J',b'VS2',63.3,56.0,7.27,7.33,4.62,110550000
26046,1.26,b'Ideal',b'F',b'VVS1',61.1,57.0,6.96,6.98,4.26,228705000
2317,0.7,b'Ideal',b'E',b'VS1',62.6,55.0,5.66,5.69,3.55,47505000
16392,1.39,b'Ideal',b'I',b'SI2',61.6,55.0,7.14,7.18,4.41,98160000
13159,1.01,b'Good',b'D',b'SI1',63.1,60.0,6.32,6.39,4.01,81645000
19764,1.0,b'Premium',b'D',b'VS1',62.2,55.0,6.46,6.4,4.0,124995000
10539,1.0,b'Ideal',b'E',b'SI2',62.9,55.0,6.38,6.41,4.02,72120000
15799,1.12,b'Ideal',b'G',b'VS2',62.1,57.0,6.63,6.6,4.11,94830000
24489,1.52,b'Ideal',b'H',b'VVS2',62.8,56.0,7.32,7.3,,191460000
44320,0.33,b'Premium',b'H',b'VS2',61.7,59.0,4.39,,2.72,7815000
39180,0.35,b'Ideal',b'D',b'VS2',61.5,56.0,4.55,4.53,2.79,15945000
44414,0.54,b'Ideal',b'I',b'SI1',62.3,55.0,5.22,5.27,3.27,23790000
2664,0.72,b'Ideal',b'D',b'VS2',60.9,55.0,5.77,5.89,3.55,48540000
35662,0.48,b'Fair',b'E',b'SI2',55.2,60.0,5.29,5.25,2.91,13605000
5889,0.8,b'Ideal',b'E',b'VS2',60.9,57.0,6.01,6.05,3.67,58950000
37156,0.32,b'Ideal',b'D',b'VS2',60.5,56.0,4.48,4.45,2.7,14580000
12400,1.12,b'Premium',b'D',b'SI2',60.5,59.0,6.72,6.76,4.08,78495000
3821,0.9,b'Good',b'F',b'SI2',57.9,62.0,6.23,6.35,3.64,52050000
51464,1.2,b'Fair',b'G',b'I1',66.6,57.0,6.57,6.5,4.34,35640000
33821,0.4,b'Very Good',b'I',b'VVS1',61.5,58.0,4.7,4.76,2.91,12630000
14984,1.01,b'Good',b'F',b'VS2',64.1,59.0,6.16,6.23,,90555000
1487,1.03,b'Very Good',b'G',b'I1',63.2,58.0,6.44,6.34,4.04,44820000
22812,1.53,b'Ideal',b'E',b'SI1',62.0,58.0,7.33,7.41,4.57,162540000
11977,0.9,b'Ideal',b'F',b'VS2',61.6,57.0,6.21,6.16,3.81,77115000
37646,0.44,b'Premium',b'G',b'SI1',60.1,60.0,4.95,4.86,2.95,14850000
44215,0.56,b'Ideal',b'H',b'SI2',60.7,56.0,5.34,5.37,3.25,23565000
24468,1.7,b'Premium',b'I',b'VS1',59.8,59.0,7.79,7.7,4.63,191055000
35920,0.43,b'Ideal',b'H',b'SI1',62.3,56.0,4.86,4.83,3.02,13785000
14588,1.0,b'Ideal',b'G',b'VS2',62.3,56.0,6.43,6.32,3.97,88305000
25984,1.62,b'Premium',b'G',b'VS1',59.4,58.0,7.74,7.68,4.58,227820000
53810,0.73,b'Ideal',b'I',b'SI1',61.7,55.0,5.78,5.82,3.58,40995000
20865,1.31,b'Premium',b'G',b'VS2',61.3,58.0,7.05,7.01,4.31,136275000
3437,0.9,b'Premium',b'H',b'SI1',61.0,59.0,6.16,6.11,3.74,50805000
3621,0.8,b'Ideal',b'F',b'VS2',62.7,54.0,5.91,5.95,3.72,51435000
20864,1.06,b'Premium',b'F',b'VVS2',61.8,58.0,6.54,6.5,4.03,136230000
40810,0.52,b'Ideal',b'G',b'SI2',61.5,56.0,5.15,5.19,3.18,17550000
38512,0.46,b'Very Good',b'E',b'SI1',59.3,63.0,5.09,5.02,3.0,15480000
2776,0.78,b'Good',b'D',b'SI1',60.1,61.0,5.92,5.89,3.55,48795000
14263,1.01,b'Very Good',b'E',b'VS2',61.7,56.0,6.41,6.45,3.97,86655000
14635,1.07,b'Ideal',b'F',b'SI1',60.6,57.0,6.62,6.67,1.07,88635000
21221,1.52,b'Good',b'G',b'SI1',64.4,59.0,7.18,7.25,4.65,140520000
41489,0.52,b'Ideal',b'F',b'SI1',61.5,57.0,5.12,5.16,3.16,18480000
13603,1.02,b'Very Good',b'E',b'VS2',62.8,59.0,6.39,6.44,4.03,83475000
9476,1.02,b'Very Good',b'H',b'SI1',62.6,59.0,6.38,6.43,4.01,69060000
12318,1.28,b'Very Good',b'F',b'SI2',62.5,55.0,6.91,7.0,4.35,78345000
53259,0.72,b'Good',b'F',b'SI1',63.4,58.0,5.66,5.69,3.6,39705000
32480,0.3,b'Ideal',b'E',b'VS2',61.8,55.0,4.34,4.36,2.69,11925000
13830,1.25,b'Very Good',b'H',b'SI2',61.2,62.0,6.84,6.95,4.22,84555000
11775,1.02,b'Ideal',b'G',b'SI1',62.2,56.0,6.44,6.46,4.01,76230000
41703,0.53,b'Good',b'H',b'SI1',63.9,55.0,5.19,5.14,3.3,18630000
35051,0.42,b'Ideal',b'I',b'VVS1',62.0,55.0,4.8,4.88,3.0,13260000
45944,0.56,b'Very Good',b'H',b'VVS2',59.8,57.0,5.39,5.48,3.25,25845000
46012,0.53,b'Ideal',b'G',b'VS1',61.7,55.0,5.22,5.18,3.21,25905000
50748,0.74,b'Very Good',b'F',b'SI2',59.6,60.0,5.85,6.0,3.53,34470000
3007,0.76,b'Good',b'G',b'IF',64.6,61.0,5.72,5.8,3.72,49560000
16699,0.3,b'Good',b'H',b'SI1',63.7,56.0,4.2,4.22,2.68,6315000
39270,0.24,b'Ideal',b'G',b'VS1',61.8,54.0,4.01,4.02,2.48,7350000
17474,1.34,b'Ideal',b'I',b'VS1',62.2,57.0,7.02,7.06,4.38,105240000
45236,0.52,b'Very Good',b'H',b'VS1',62.2,55.0,5.15,5.18,3.21,24885000
32108,0.36,b'Ideal',b'E',b'VS1',60.9,57.0,4.6,4.63,2.81,11730000
40774,0.42,b'Very Good',b'E',b'VVS2',62.1,56.0,4.79,4.82,2.98,17505000
44084,0.6,b'Very Good',b'G',b'SI1',61.1,57.0,5.36,5.47,3.31,23310000
33497,0.32,b'Ideal',b'F',b'VS2',62.1,57.0,4.38,4.35,2.71,12420000
29775,0.3,b'Ideal',b'I',b'VVS1',62.3,55.0,4.29,4.28,2.67,10635000
40911,0.42,b'Premium',b'G',b'VVS1',60.2,59.0,4.82,4.84,2.91,17685000
25539,2.27,b'Premium',b'I',b'SI1',61.0,58.0,8.42,8.4,5.19,215430000
10251,1.06,b'Ideal',b'I',b'SI1',61.2,56.0,6.6,6.57,4.03,71235000
41595,0.24,b'Ideal',b'H',b'VS2',61.1,56.0,3.99,4.03,2.45,5865000
53200,0.71,b'Ideal',b'D',b'SI2',60.0,57.0,5.83,5.81,3.49,39495000
11549,1.07,b'Premium',b'H',b'SI1',60.0,60.0,6.61,6.65,,75465000
2587,0.71,b'Very Good',b'E',b'VS2',60.7,58.0,5.73,5.81,,48255000
32262,0.36,b'Ideal',b'F',b'VS1',61.9,56.0,4.56,4.59,,11835000
16021,0.3,b'Premium',b'I',b'VS1',59.8,60.0,4.36,,2.6,9120000
21681,1.2,b'Ideal',b'G',b'VVS1',62.8,56.0,6.75,6.73,4.23,146760000
45734,0.52,b'Ideal',b'H',b'VS1',61.0,56.0,5.15,5.23,3.17,25485000
24779,2.13,b'Premium',b'J',b'SI2',62.6,58.0,8.21,8.18,5.13,197220000
15550,1.31,b'Premium',b'J',b'VS1',62.3,56.0,7.06,6.99,4.38,93540000
50977,0.31,b'Premium',b'G',b'VS2',59.2,60.0,4.42,4.47,2.63,8160000
4544,1.0,b'Premium',b'J',b'VS1',59.7,62.0,6.52,6.46,3.87,54600000
3976,0.73,b'Ideal',b'E',b'VS1',61.9,56.0,5.78,5.81,3.59,52650000
9689,1.0,b'Very Good',b'H',b'VS2',63.3,62.0,6.37,6.29,4.01,69780000
33572,0.38,b'Very Good',b'D',b'SI1',62.2,53.8,4.65,4.69,,12465000
46481,0.54,b'Ideal',b'E',b'SI1',60.3,57.0,5.28,5.3,3.19,26655000
49748,0.63,b'Ideal',b'E',b'VS2',62.1,56.0,5.54,5.51,3.43,32340000
18372,0.39,b'Good',b'J',b'VS1',63.5,58.0,4.59,4.64,2.93,9240000
4432,1.05,b'Fair',b'F',b'SI2',66.0,60.0,6.3,6.22,4.13,54225000
52329,0.75,b'Premium',b'H',b'VS2',59.1,58.0,5.93,6.02,3.53,37440000
45764,0.58,b'Ideal',b'F',b'VS2',60.2,57.0,5.43,5.48,3.28,25590000
50330,0.83,b'Ideal',b'J',b'VS2',61.5,57.0,6.08,6.03,3.72,33615000
35629,0.3,b'Very Good',b'H',b'VS2',62.6,58.0,4.22,4.28,2.66,7095000
12965,1.19,b'Very Good',b'J',b'SI1',60.0,57.0,6.93,6.89,4.15,80850000
17605,1.33,b'Premium',b'I',b'VS1',61.5,58.0,7.06,7.02,4.33,106350000
52887,0.77,b'Very Good',b'I',b'VS2',60.2,59.0,5.89,5.97,3.57,38760000
41354,0.43,b'Ideal',b'I',b'VS1',61.8,55.0,4.88,4.9,3.02,18270000
3091,0.77,b'Very Good',b'E',b'VS1',62.0,56.0,5.88,5.92,3.66,49770000
8846,0.96,b'Premium',b'F',b'SI1',60.6,62.0,6.39,6.35,3.86,67200000
28243,0.33,b'Very Good',b'F',b'VS2',61.9,57.0,4.42,4.44,2.74,9990000
51369,0.3,b'Very Good',b'D',b'VVS2',60.6,58.0,4.33,4.35,2.63,35490000
32966,0.32,b'Very Good',b'H',b'SI1',63.0,59.0,4.33,4.37,2.74,6915000
35777,0.4,b'Very Good',b'E',b'VS2',62.9,55.0,4.73,4.74,2.98,13680000
42283,0.36,b'Ideal',b'G',b'SI2',60.7,58.0,4.62,4.64,2.81,7575000
33164,0.39,b'Very Good',b'I',b'VVS2',62.7,58.0,4.65,,2.92,12255000
3075,1.24,b'Ideal',b'I',b'SI2',62.5,57.0,,6.84,4.29,49680000
21903,1.59,b'Ideal',b'I',b'VS2',61.1,55.0,7.54,7.48,4.59,149580000
4982,1.03,b'Ideal',b'J',b'SI1',62.3,57.0,6.48,6.43,4.02,56070000
346,0.72,b'Ideal',b'F',b'VS1',61.7,57.0,5.74,5.77,3.55,42060000
38889,0.4,b'Ideal',b'G',b'VS1',62.3,57.0,4.73,4.68,2.93,15750000
45915,0.53,b'Ideal',b'E',b'VS2',61.9,56.0,5.19,5.21,3.22,25815000
34907,0.34,b'Premium',b'H',b'VVS2',61.4,58.0,4.5,4.46,2.75,13200000
41428,0.53,b'Very Good',b'E',b'SI2',63.2,54.0,5.19,5.16,3.27,18405000
16661,1.03,b'Very Good',b'F',b'VS1',61.7,56.0,6.47,6.49,4.0,99930000
931,0.72,b'Ideal',b'D',b'SI1',61.8,56.0,5.75,5.81,3.57,43245000
2360,0.9,b'Ideal',b'J',b'VS1',62.5,55.0,6.18,6.14,3.85,47625000
19838,1.02,b'Ideal',b'G',b'VVS2',61.6,57.0,6.45,6.47,3.98,126015000
23809,1.7,b'Good',b'H',b'SI1',63.9,56.0,7.61,7.53,4.84,178035000
